"student_id","student_skills","student_interests","career_goal","education","experience","location_preference","eligibility","opportunity_id","required_skills","opportunity_interests","career_field","opportunity_type","opportunity_location","experience_required","opportunity_eligibility","skill_match_percentage","number_of_matched_skills","number_of_missing_skills","interest_match","career_goal_match","eligibility_match","location_match","experience_match","label"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","0","1","1"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","25","1","3","0","0","1","1","1","1"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","1","0","1"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","0","1","1"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","100","2","0","1","1","1","1","1","4"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","0","0"
"13","Figma;User Research;Python;JavaScript","Design","Design","B.Sc","1","Onsite","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","67","2","1","1","1","1","1","1","3"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","1","0"
"118","SQL;Excel","Data Analysis","Data Science","B.Tech","3","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","0","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","0","0","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","67","2","1","1","1","1","1","1","3"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","1","0","1"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","0","0"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","33","1","2","0","0","1","1","0","1"
"23","Node.js;Express;CI/CD;Agile","Backend Development","Backend Development","BS Computer Science","0","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","50","1","1","0","0","1","0","1","2"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","100","3","0","1","1","1","1","1","4"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","0","1","1"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","33","1","2","0","0","1","1","1","1"
"37","SQL;Excel;Python;CI/CD","Data Analysis","Data Science","BS Computer Science","4","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","1","1","1"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","25","1","3","0","0","1","0","1","1"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","67","2","1","0","0","1","1","1","2"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","100","3","0","1","1","1","0","1","4"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","1","1","1"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","33","1","2","0","0","1","1","1","1"
"71","Python;TensorFlow;Data Science;Kubernetes;HTML;SQL;Express","Machine Learning","AI","M.Sc","3","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","0","1","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","0","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","67","2","1","1","1","1","1","0","3"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","0","0","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","100","3","0","0","0","1","0","1","2"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","0","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","0","0"
"43","TensorFlow;Data Science;Java;Excel;Git;Android","Machine Learning","AI","B.Tech","0","Onsite","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","0","1","1"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","25","1","3","0","0","1","1","1","1"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","1","0","0"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","0","1","1"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","100","3","0","1","1","1","0","1","4"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","1","0"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","0","0"
"101","Java;Android;Git;SQL;JavaScript","Mobile Apps","Mobile Development","M.Sc","1","Onsite","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","0","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","100","3","0","1","1","1","0","1","4"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","1","1","1"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","0","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","0","1","0"
"50","SQL;Excel;Python;Android","Data Analysis","Data Science","BS Computer Science","3","Onsite","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","1","1","0"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","0","1","1"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","1","1","0"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","1","1","1"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","33","1","2","0","0","1","0","1","1"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","0","1","1"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","1","1","0"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","1","0","1","0","1","0"
"56","Agile;Python;Express;React","Infrastructure","Product Management","BS Computer Science","2","Onsite","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","50","1","1","0","1","1","1","1","2"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","100","3","0","0","1","1","1","1","3"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","33","1","2","0","0","1","0","0","1"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","1","0","1","0","1","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","0","0"
"87","SQL;Excel;Python;Communication","Design","Data Science","B.Tech","1","Remote","Restricted","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","50","1","1","0","0","1","0","1","2"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","0","0","4","0","0","1","1","1","0"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","0","0","4","0","0","1","0","1","0"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","100","3","0","1","1","1","0","1","4"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","1","1","0"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","0","0","5","0","0","1","1","1","0"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","7","Java;Android;Git","Mobile Apps","Mobile Development","Internship","Remote","0","Open","33","1","2","0","0","1","1","1","1"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","8","Figma;User Research","Design","Design","Full-time","Onsite","1","Open","0","0","2","0","0","1","0","1","0"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","9","Docker;Kubernetes;CI/CD","Infrastructure","DevOps","Full-time","Remote","2","Open","0","0","3","0","0","1","1","1","0"
"76","Python;TensorFlow;Data Science;Android","Machine Learning","AI","M.Sc","4","Remote","Open","10","Communication;Agile","Product","Product Management","Internship","Onsite","0","Open","0","0","2","0","0","1","0","1","0"
"119","Java;Android;Git;HTML","Mobile Apps","Mobile Development","BS Computer Science","1","Onsite","Restricted","1","HTML;CSS;JavaScript;React","Web Development","Web Development","Internship","Remote","0","Open","25","1","3","0","0","1","0","1","1"
"119","Java;Android;Git;HTML","Mobile Apps","Mobile Development","BS Computer Science","1","Onsite","Restricted","2","HTML;CSS;JavaScript;Vue.js","Web Development","Web Development","Full-time","Onsite","1","Open","25","1","3","0","0","1","1","1","1"
"119","Java;Android;Git;HTML","Mobile Apps","Mobile Development","BS Computer Science","1","Onsite","Restricted","3","SQL;Excel;Python","Data Analysis","Data Science","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"119","Java;Android;Git;HTML","Mobile Apps","Mobile Development","BS Computer Science","1","Onsite","Restricted","4","Python;TensorFlow;Data Science","Machine Learning","AI","Full-time","Onsite","2","Open","0","0","3","0","0","1","1","0","0"
"119","Java;Android;Git;HTML","Mobile Apps","Mobile Development","BS Computer Science","1","Onsite","Restricted","5","Node.js;Express;JavaScript","Backend Development","Backend Development","Internship","Remote","0","Open","0","0","3","0","0","1","0","1","0"
"119","Java;Android;Git;HTML","Mobile Apps","Mobile Development","BS Computer Science","1","Onsite","Restricted","6","HTML;CSS;JavaScript;React;Node.js","Web Development","Web Development","Full-time","Remote","1","Open","20","1","4","0","0","1","0","1","1"
